symbol_number,name_in_hebrew,name_in_english,name_in_arabic,name_in_russian,Distance_From_Lebanon_Border,Distance_From_GazaStrip_Border,Distance_From_Syria_Border,Latitude,Longitude
975,זרזיר ,ZARZIR ,زرزير,,38810.0,143050.0,50470,32.717259148159975,35.22366224452849
976,ג'נאביב (שבט) ,JUNNABIB ,جلجولية,,197670.0,58380.0,173250,inf,inf
978,כעביה-טבאש-חג'אג'רה ,KA'ABIYYE-TABBASH-HA ,كعبية–طباش–حجاجرة,,168040.0,65430.0,141740,32.742434718337805,35.20382881738958
986,ח'ואלד (שבט) ,KHAWALED ,خوالد,,36330.0,143510.0,56570,32.75900190586988,35.158288819477754
989,סואעד (כמאנה) (שבט) ,SAWA'ID (KAMANE) ,سواعد (كمانة),,35340.0,144740.0,55700,inf,inf
990,ראס עלי ,RAS ALI ,رأس علي,,34880.0,144650.0,56980,32.7718377581926,35.15435908723781
993,חמאם ,HAMAM ,حمام,,26760.0,166100.0,27090,32.82977226630611,35.489821756855775
994,מנשית זבדה ,MANSHIYYET ZABDA ,منشية الزبدة,,41790.0,139790.0,53460,32.70563378462866,35.19222432230717
997,רומת הייב ,RUMAT HEIB ,رمة الهيب,,31300.0,151870.0,43020,32.779375506042186,35.302979665055986
998,ביר אל-מכסור ,BIR EL-MAKSUR ,بئر المكسور ,Бир-эль-Максур,208140.0,46490.0,187840,32.7789330045738,35.22294384850738
1015,מבשרת ציון ,MEVASSERET ZIYYON ,مِڤَسيرِت تْسِيون,Мевасерет-Цион,140640.0,62380.0,119650,31.79547744829177,35.14138684622818
1020,אור עקיבא ,OR AQIVA ,أور عكيڤا,Ор-Акива,67250.0,108940.0,83350,32.50951795026608,34.92008787945099
1024,חרוצים ,HARUZIM ,حروتْسيم,,98720.0,78420.0,102100,32.22741587238163,34.86483394560596
1031,שדרות ,SEDEROT ,سدِروت,Сдерот,180240.0,2790.0,174390,31.52631568400696,34.59795444854202
1034,קרית מלאכי ,QIRYAT MAL'AKHI ,كِريات مَلأخي,Кирьят-Малахи,154770.0,27040.0,147800,31.731530864810036,34.74547921975366
1041,נצאצרה (שבט) ,NASASRA ,النصاصرة,,203300.0,54770.0,180270,31.216549940164494,35.10482676425995
1042,אבו עמאר (שבט) ,ABU AMMAR ,أبو عمار,,215870.0,56500.0,193790,inf,inf
1043,גיזו ,GIZO ,چيزو,,143620.0,45780.0,130070,31.804996734752663,34.938614298506366
1044,יעף ,YE'AF ,يِعاف,,92540.0,87020.0,91640,32.26782918706446,34.966208152966274
1045,שתולה ,SHETULA ,شْتولا,,680.0,182520.0,47220,33.08580712301724,35.313897809895494
1046,אוהד ,OHAD ,أوهَد,,215430.0,8490.0,209310,31.236988302008324,34.43202522050306
1047,חזון ,HAZON ,حَزون,,16540.0,168440.0,38630,32.90485648069811,35.39697985051284
1050,בית חשמונאי ,BET HASHMONAY ,بيت حشموناي,,134730.0,50900.0,123940,31.888614895332406,34.91929698362744
1051,תלמי אליהו ,TALME ELIYYAHU ,تَلمي إلِياهو,,216390.0,8970.0,210200,31.228014486769908,34.42951424705369
1052,קטורה ,QETURA ,كْتورا,,343430.0,158290.0,315100,29.96942729686899,35.061155020372816
1053,עין חצבה ,EN HAZEVA ,عين حتْسِڤا,,250620.0,100050.0,221620,30.79831426014373,35.2458223609543
1054,תל שבע ,TEL SHEVA ,تل السبع,,205850.0,41780.0,186840,31.248207972482568,34.86189141277613
1056,"עין כרם-בי""ס חקלאי ",EN KAREM-B.S.HAQLA'I ,عين كيرِم (مدرسة زراعية),,15810.0,171430.0,36400,31.777885421139672,35.15243309018755
1057,נווה זוהר ,NEWE ZOHAR ,نِڤي زوهَر,,210970.0,86980.0,180740,31.15253674636632,35.36460589418618
1058,שדה ניצן ,SEDE NIZZAN ,سْدي نِتْسان,,216610.0,8370.0,210700,31.229663212666683,34.41931416246469
1059,כסיפה ,KUSEIFE ,كسيفة,,202690.0,58750.0,178560,31.246978536803223,35.08262585698586
1060,לקיה ,LAQYE ,اللقية,,197360.0,36700.0,179030,31.323896359268165,34.86467890237278
1061,נוף הגליל ,NOF HAGALIL ,نوف هچليل,,136010.0,53970.0,121590,32.70451525903777,35.325369383453776
1063,מעלות-תרשיחא ,MA'ALOT-TARSHIHA ,مَعلوت–ترْشيحا,Маалот-Таршиха,122630.0,86400.0,96770,33.01370072505316,35.277123182465765
1064,אמירים ,AMIRIM ,أميريم,Амирим,14260.0,174100.0,36120,32.938127852205774,35.449414325661216
1065,זמרת ,ZIMRAT ,زِمرات,,189840.0,6730.0,183740,31.447916568466155,34.5532474776372
1066,"בני עי""ש ",BENE AYISH ,بني عايِش,Бней-Айш,148280.0,32810.0,142050,31.789203964149923,34.76050862238072
1067,"דוב""ב ",DOVEV ,دوڤيڤ,,1150.0,183050.0,39120,33.05385618651785,35.40949408956711
1068,אדמית ,ADAMIT ,أدَميت,Адамит,1000.0,177900.0,57050,33.07982675903905,35.209085781509614
1069,רם-און ,RAM-ON ,رام أون,,37560.0,140450.0,61890,32.527435094938035,35.25897372972082
1070,אביעזר ,AVI'EZER ,أڤيعيزِر,Авиэзер,155880.0,45380.0,137440,31.681664453797104,35.0161184327648
1071,נווה מיכאל ,NEWE MIKHA'EL ,نِڤي ميخَئيل,,157020.0,44060.0,138800,31.67298783344229,35.00636586971416
1072,גן הדרום ,GAN HADAROM ,چان هدَروم,Ган ха-Даром,59210.0,120040.0,67680,31.803987755684382,34.70093805809881
1076,בית ברל ,BET BERL ,بيت بيرل,,100400.0,78760.0,99090,32.20135527441831,34.92667248685525
1077,גבעת שפירא ,GIV'AT SHAPPIRA ,چِڤعات شَپيرا,,84440.0,91970.0,93660,32.35759287691743,34.87693937363085
1079,צפרירים ,ZAFRIRIM ,تْسَفريريم,,159410.0,38080.0,143030,31.66037697131779,34.94320353909628
1080,מבועים ,MABBU'IM ,مَبوعيم,,187240.0,12370.0,177830,31.450016818986025,34.65399155809595
1081,אבן מנחם ,EVEN MENAHEM ,إيڤِن مِنَحيم,Эвен Менахем,2930.0,180570.0,49200,33.07352185522298,35.292902106925766
1082,מעגלים ,MA'GALIM ,معچليم,,194150.0,13650.0,185640,31.39638136899748,34.5989320612977
1083,תושיה ,TUSHIYYA ,توشِيا,,191630.0,7450.0,185670,31.43369646163628,34.540903825682115
1084,בן שמן (כפר נוער) ,BEN SHEMEN(K.NO'AR) ,بين شيمِن,Бен-Ше́мен (молодёжная деревня),127640.0,56610.0,118250,31.9598123995992,34.92777557251083
1085,כרם שלום ,KEREM SHALOM ,كيرِم شلوم,,220930.0,400.0,218780,31.227820717050765,34.28449651444065
1094,כרם ביבנה (ישיבה) ,KEREM BEYAVNE ,كيرِم بِيَڤني (يِشيڤا),,20250.0,181560.0,23140,31.819483570383486,34.7217448109897
1095,כפר מימון ,KEFAR MAYMON ,كفار ميْمون,,191840.0,7160.0,186050,31.43289247871766,34.53481128300988
1098,מרכז שפירא ,MERKAZ SHAPPIRA ,مِركاز شپيرا,,159370.0,21810.0,153040,31.697108239029717,34.708318522020996
1102,צוקי ים ,SHOSHANNAT HAAMAQIM( ,تْسوكي يام,,84460.0,91720.0,94940,32.360847289483715,34.85826836303226
1103,גני הדר ,GANNE HADAR ,چَني هَدار,,136840.0,46120.0,128730,31.879019766692586,34.853927535741164
1104,פוריה - כפר עבודה ,PORIYYA-KEFAR AVODA ,پورِيا (كفار عڤودا),,177470.0,39980.0,157670,32.71689645546746,35.548060018134876
1105,פוריה - נווה עובד ,PORIYYA-NEWE OVED ,پورِيا (نِڤي عوڤيد),,177470.0,39980.0,157670,32.7462082010508,35.53535511319427
1108,אומן ,OMEN ,أومِن,,55790.0,128600.0,52790,32.56329829181607,35.24240516332221
1110,חבר ,HEVER ,حيڤِر,,84480.0,91740.0,94720,32.54766011158718,35.264289210908856
1111,צופיה ,ZOFIYYA ,تْسوحَر,,141550.0,37140.0,138000,31.856231281571723,34.73871329393251
1112,יודפת ,YODEFAT ,يودفات,,25640.0,156080.0,46950,32.836748296726455,35.27233901793854
1113,צור הדסה ,ZUR HADASSA ,تْسور هَدَسا,ЗУР ХАДАССА,150600.0,53810.0,130290,31.715689484587767,35.09584469039838
1114,שריגים (לי-און) ,LI-ON ,سَريچيم (لي أون),,157690.0,37990.0,141930,31.67702468776878,34.934619121344475
1115,אביבים ,AVIVIM ,أڤيڤيم,Авивим,470.0,189570.0,32500,33.08890975706585,35.471284674318476
1117,יעל ,YA'EL ,ياعيل,,56130.0,131130.0,47670,32.5522418030128,35.30801142588593
1123,אדרת ,ADDERET ,أديرِت,,158620.0,42690.0,140510,31.6600918874223,34.9945077070316
1124,נאות הכיכר ,NE'OT HAKIKKAR ,نِؤوت هكِكار,,235280.0,101930.0,204380,30.93427503726124,35.37772135351286
1125,אלמגור ,ALMAGOR ,ألمچور,,21700.0,179710.0,23140,32.91132845106416,35.60238903208831
1126,אילות ,ELOT ,إيلوت,,387220.0,193760.0,359220,29.580426869845088,34.96328255725304
1127,מעלה גלבוע ,MA'ALE GILBOA ,مَعلي چِلبووَع,,64320.0,131170.0,43910,32.47668729205574,35.41907071797747
1128,מי עמי ,ME AMMI ,مي عمي,,64300.0,118300.0,63590,32.50339728815849,35.14832578033515
1129,גרופית ,GEROFIT ,چروفيت,,346560.0,161210.0,318130,29.938884135091055,35.06592651589423
1130,כפר רוזנואלד (זרעית) ,KEFAR ROZENWALD(ZAR. ,كفار روزِنڤلد (زرعيت),,78060.0,106740.0,70280,33.098919109729366,35.28793589186689
1132,שניר ,SENIR ,سْنير,,4080.0,213880.0,10180,33.24041385955047,35.67716944135921
1133,ורדון ,WARDON ,ڤردون,,161500.0,24500.0,151500,31.664117135729015,34.781342563846124
1134,יד השמונה ,YAD HASHEMONA ,ياد هشمونا,ЯД АШЕМОНА,140570.0,57800.0,121670,31.80888847152953,35.090059512661185
1136,צוחר ,ZOHAR ,تْسوڤا,,215750.0,8290.0,209730,31.238130812706547,34.42293449035353
1137,קרית יערים ,QIRYAT YE'ARIM ,كِريات يِعَريم,Кирьят-Ярим,141110.0,58310.0,121770,31.8025498914093,35.099014546737344
1138,יעד ,YA'AD ,ياعَد,,22370.0,158930.0,50650,32.87808805403206,35.243718706031366
1139,כרמיאל ,KARMI'EL ,كرميئيل,Кармиэль,17340.0,164100.0,47730,32.91076363628293,35.288032039758676
1140,מדרשת בן גוריון ,MIDRESHET BEN GURION ,مِدريشِت بين چوريون,,54360.0,127550.0,58950,30.85317192656732,34.781651376869526
1141,מבוא מודיעים ,MEVO MODI'IM ,مِڤو موديعيم,,128830.0,58980.0,115930,31.933721610754777,34.98706187816528
1143,נס עמים ,NES AMMIM ,نيس عميم,,13810.0,163100.0,64730,32.96597068024961,35.12109670361634
1144,ידידה ,YEDIDA ,يِديدا,,139960.0,59280.0,120590,31.81294503448342,35.10551843278837
1145,אלומה ,ALUMMA ,ألُما,,163480.0,20770.0,154760,31.652020499578814,34.74260140352763
1146,עלומים ,ALUMIM ,علوميم,,190420.0,4120.0,185750,31.451777602154895,34.513356663002114
1147,נטועה ,NETU'A ,نِتوعا,,1500.0,180760.0,46680,33.06457072226795,35.32299441634524
1148,צור נתן ,ZUR NATAN ,تْسور نتان,ЦУР НАТАН,94800.0,86850.0,90010,32.24078450911156,35.0126955472375
1149,עזר ,EZER ,عيزِر,,155940.0,22930.0,152000,31.736883910913438,34.67088045501237
1150,צופר ,ZOFAR ,تْسوفار,,277230.0,112200.0,248630,30.559974150928088,35.18034342911904
1151,פארן ,PARAN ,پاران,,181990.0,45270.0,160590,30.36626347833708,35.15334551863415
1152,אשלים ,ASHALIM ,أشليم,,239260.0,48090.0,221750,30.964895285688637,34.70577103438346
1153,כישור ,KISHOR ,كيشور,,15660.0,165890.0,52770,32.945560095368336,35.2496170731913
1154,מיטל ,METAL ,ميتال,,56850.0,130200.0,48580,32.43816217742789,35.41295987951638
1155,מגן שאול ,MAGEN SHA'UL ,مَچين شَؤول,,59510.0,128330.0,49420,32.51958379640041,35.30809265780552
1156,סמר ,SAMAR ,سَمار,,358770.0,170020.0,330610,29.831727259849554,35.022831254274884
1157,אחווה ,AHAWA ,أحَڤا,Ахава,153090.0,29440.0,145390,31.743698251602545,34.76890027254792
1158,יהל ,YAHEL ,يَهيل,,330380.0,150770.0,301460,30.083719002876045,35.12950575200968
1160,שכניה ,SHEKHANYA ,شخَنْيا,,25260.0,156110.0,49560,32.8483610253586,35.24722012449538
1161,רהט ,RAHAT ,رهط,Рахат,191920.0,24000.0,178070,31.38865022188982,34.75569417920537
1162,בית רימון ,BET RIMMON ,بيت رِمون,,30620.0,153360.0,40810,32.782715346697636,35.33017472206489
1163,מורן ,MORAN ,موران,,14920.0,169770.0,39500,32.92202538603491,35.39252962552639
1165,שילת ,SHILAT ,شيلات,,130020.0,59900.0,115360,31.918120100238514,35.01938010046894
1166,כפר רות ,KEFAR RUT ,كفار روت,Кфар-Рут,130750.0,60350.0,115260,31.910106294901748,35.03558666372407
1167,קיסריה ,QESARIYYA ,كيسَريا,Кесария,67920.0,108160.0,84590,32.49478237946643,34.91314620671527
1169,הוואשלה (שבט) ,HAWASHLA ,الهواشلة,,163400.0,15740.0,159120,31.092816211434975,34.9797911728944
1170,סייד (שבט) ,SAYYID ,سيد,,77750.0,105750.0,72420,inf,inf
1171,לוטם ,LOTEM ,لوتِم,,19150.0,164430.0,40730,32.882551590770596,35.35714629656598
1172,תובל ,TUVAL ,توڤال,,17520.0,163930.0,52400,32.92978934829258,35.24605347519974
1173,לפידות ,LAPPIDOT ,لپيدوت,,13800.0,167710.0,52390,32.960963273754494,35.26565750785782
1174,מנוף ,MANOF ,مَنوف,,25110.0,156200.0,50540,32.85276657402758,35.237854660911374
1175,עידן ,IDDAN ,عِدان,,249430.0,103990.0,219550,30.80600331949754,35.30045268169474
1176,ספיר ,SAPPIR ,سَپير,,271300.0,108230.0,242790,30.607725480925545,35.18821236806174
1177,טללים ,TELALIM ,تْلَليم,,235140.0,50780.0,216010,30.992803645866456,34.772116727321496
1178,מורשת ,MORESHET ,موريشِت,,28010.0,153350.0,50280,32.82684337881726,35.233815809519335
1179,קורנית ,QORANIT ,كورَنيت,,25510.0,155910.0,48920,32.84330599085327,35.25288389002913
1180,צביה ,ZVIYYA ,تْسِئِليم,,18700.0,163860.0,43320,32.88984932824495,35.33112008121646
1181,טל-אל ,TAL-EL ,تال شاحَر,,71720.0,133270.0,42270,32.926524627683776,35.17886562760305
1182,אלון הגליל ,ALLON HAGALIL ,ألون هچليل,,35610.0,145960.0,50810,32.75811928678254,35.21969291315208
1183,כליל ,KELIL ,كْليل,,11560.0,167550.0,58610,32.98054403727239,35.19956172196585
1184,מתת ,MATTAT ,مَتات,,1710.0,179860.0,43840,33.04077014729166,35.35770803644041
1185,פלך ,PELEKH ,پيلِخ,,17230.0,164020.0,53620,32.93283816587752,35.23578436722963
1186,הושעיה ,HOSHA'AYA ,هزورييَع,,33630.0,149430.0,44040,32.75810366069823,35.29230338615926
1187,עיר אובות ,IR OVOT ,عير أوڤوت,,249380.0,99320.0,220420,30.81029992872496,35.24581972222233
1188,אשחר ,ESHHAR ,إشحار,,19690.0,162110.0,45880,32.88587996288599,35.3005038508008
1190,מצפה נטופה ,MIZPE NETOFA ,مِتْسپي نِتوفا,,2690.0,174310.0,62040,32.803564579082355,35.38654627197343
1191,בר יוחאי ,BAR YOHAY ,بار يوحاي,,7750.0,179720.0,36970,32.99766069557596,35.44834000972511
1192,ערערה-בנגב ,AR'ARA-BANEGEV ,عرعرة النقب,,65560.0,115150.0,68340,31.15551933670177,35.022685476103305
1195,ניצנה (קהילת חינוך) ,NIZZANA (QEHILAT HIN ,نِتْسانا,,156890.0,20720.0,154300,30.884901685497027,34.42291017777448
1197,נאות סמדר ,SHIZZAFON ,نِؤوت سْـمَدار,,334530.0,149440.0,306590,30.049585764932868,35.02718143684104
1198,כרמים ,KERAMIM ,كرَميم,,195530.0,40150.0,175770,31.333007249364837,34.91763764514129
1199,עדי ,ADI ,عَدي,,33620.0,146490.0,55250,32.78283501694508,35.1737103330016
1200,מודיעין-מכבים-רעות ,MODI'IN-MAKKABBIM-RE ,موديعين–مكبيم–رِعوت,Модиин-Маккабим-Реут,132260.0,57660.0,117700,31.90409319602315,35.00095415464134
1201,כמון ,KAMMON ,كَمون,,16030.0,167240.0,41780,32.908449027610324,35.35904139871306
1202,מכמנים ,MIKHMANNIM ,مِخْمَنيم,,16900.0,165340.0,44340,32.90640954862036,35.32987320831419
1203,הררית ,HARARIT ,هرريت,,23210.0,161390.0,38420,32.84535806693745,35.36611536893133
1204,גילון ,GILON ,چيلون,Гилон,20310.0,161080.0,52280,32.90372313230455,35.236036292207416
1205,מנות ,MANOT ,مَنوت,,5170.0,173190.0,58900,33.038277328846895,35.19654109787068
1206,גיתה ,GITTA ,چِتا,,13890.0,167990.0,53890,32.9671654414167,35.25033004164735
1207,לבון ,LAVON ,لڤون,,14190.0,167120.0,49480,32.942484027249115,35.286845708192324
1208,הילה ,HILLA ,هِلا,,6250.0,174760.0,54380,33.03626084087435,35.2442620448591
1209,חרשים ,HARASHIM ,حَرَشيم,,11420.0,170270.0,46840,32.95681579688551,35.328159934944196
1210,כחל ,KAHAL ,كَحال,,20870.0,172780.0,28350,32.89201235357433,35.51005075139083
1211,קדרים ,QADDARIM ,كَدَريم,,18970.0,171520.0,31900,32.8987982369429,35.47440551266921
1212,עמוקה ,AMUQQA ,عَمُكا,,10410.0,183430.0,30410,32.997729777392834,35.52475218033228
1213,צבעון ,ZIV'ON ,تْسڤِيا,,4110.0,180970.0,38890,33.02544243043483,35.41683839725318
1214,טפחות ,TEFAHOT ,تْفَحوت,,21100.0,166180.0,34520,32.867342927759076,35.4228530146258
1219,גורנות הגליל ,GORNOT HAGALIL ,چُرنوت هچليل,,3770.0,177350.0,53510,33.05990566559143,35.24960933128887
1220,אבירים ,ABBIRIM ,أبيريم,Абирим,5900.0,176640.0,50430,33.03834047912542,35.287134099284295
1221,צורית ,ZURIT ,تْسوريت,,19660.0,161650.0,50900,32.90209916812112,35.25113122993893
1222,"מצפה אבי""ב ",MIZPE AVIV ,مِتْسپي أڤيڤ,,2690.0,174310.0,62040,32.83902444459106,35.198166513915986
1223,שדי אברהם ,SEDE AVRAHAM ,سْدي أڤرهام,,220950.0,4800.0,217070,31.21163178139296,34.33765046289327
1224,כוכב יאיר ,KOKHAV YA'IR ,كوخاڤ يَئير – تْسور يِچآل,,96560.0,84840.0,91980,32.22138250730658,34.99492441437646
1225,רביד ,RAVID ,رَڤيد,,23920.0,166670.0,30280,32.85063783573891,35.463219754864184
1226,יובלים ,YUVALIM ,يوڤَليم,,21330.0,160090.0,48230,32.87812028674106,35.27049571665389
1227,יתד ,YATED ,يَتيد,,221810.0,4960.0,218090,31.206716649204647,34.3263889503618
1228,רקפת ,RAQEFET ,رَكيفِت,,23930.0,157540.0,48130,32.8546070692633,35.26459833894446
1229,כלנית ,KALLANIT ,كلنيت,,21150.0,168380.0,32170,32.87457695114942,35.454213893232605
1230,לבנים ,LIVNIM ,لِڤْنيم,,30220.0,159700.0,30310,32.86407127072974,35.49559713867722
1231,פרי גן ,PERI GAN ,پْري چان,,219270.0,4860.0,215030,31.223037830061845,34.35586948878668
1232,יבול ,YEVUL ,يِڤول,,223800.0,5620.0,220080,31.189163531685455,34.319609171296385
1233,שקף ,SHEQEF ,شيكِف,,175510.0,35160.0,157220,31.51354123334584,34.93544438954188
1234,קבועה (שבט) ,QABBO'A ,قبوعة,,203480.0,70730.0,176440,31.23825121812124,35.1671667414047
1235,שורשים ,SHORASHIM ,شُرَشيم,,20270.0,161040.0,49840,32.89316684591747,35.25907538490213
1236,נירית ,NIRIT ,نيريت,,105530.0,76840.0,98840,32.14642574956682,34.98498463511088
1237,תלמי יוסף ,TALME YOSEF ,تَلمي يوسيف,,221370.0,7020.0,216630,31.19716708621131,34.36246694594402
1238,סופה ,SUFA ,سوفا,,218030.0,2700.0,214450,31.237137634748112,34.342015819363695
1239,חולית ,HOLIT ,حوليت,,219390.0,2600.0,216110,31.230290478766083,34.3256271302879
1240,עין הבשור ,EN HABESOR ,عين هبْسور,,210500.0,7020.0,204830,31.281549962097962,34.44407903457318
1241,דקל ,DEQEL ,ديكِل,Декель ,222320.0,6870.0,217860,31.194810253210132,34.34775245749414
1242,נתיב העשרה ,NETIV HAASARA ,نِتيڤ هعَسرا,,176970.0,890.0,173970,31.569154354209726,34.54026473524129
1243,קציר ,QAZIR ,كَتْسير,,72830.0,108350.0,72590,32.48818186801841,35.10334682967852
1244,תמרת ,TIMRAT ,تِمرات,,41070.0,141010.0,50520,32.702609656767414,35.22520970674203
1245,סלמה ,SALLAMA ,سلامة,,17770.0,165900.0,40680,32.89618599987382,35.35954839736442
1246,עראמשה ,ARAMSHA ,عرامشة,,780.0,179410.0,55460,33.08882403851938,35.22488229489835
1247,חריש ,HARISH ,حريش,Хариш,96380.0,81880.0,97440,32.460909216991936,35.04658367976988
1248,אליפז ,ELIFAZ ,إليفاز,Элифаз,362950.0,173350.0,334840,29.794296550307305,35.01175650334668
1249,הרדוף ,HARDUF ,هردوف,,35690.0,144600.0,55250,32.76391738120583,35.1740557126561
1251,עין תמר ,EN TAMAR ,عين تَمار,,234250.0,100480.0,203550,30.94486794030796,35.368700557873545
1252,כורזים ,KORAZIM ,كورَزيم,,20390.0,176750.0,26690,32.90925410948685,35.55119143334977
1253,אמנון ,AMNUN ,أمنون,,21490.0,177270.0,24840,32.904014043307804,35.573299116531324
1254,נטף ,NATAF ,نَتاف,,138540.0,57380.0,120670,31.83208341644592,35.06775281159403
1255,לוטן ,LOTAN ,لوتان,,341110.0,157650.0,312500,29.986683462497446,35.08793219369397
1256,אשרת ,ASHERAT ,أشرات,,165520.0,11350.0,163670,32.97070338995871,35.1572654040576
1257,חנתון ,HANNATON ,حَنَتون,,32020.0,149690.0,48580,32.784483427220174,35.24395069474408
1258,מסד ,MASSAD ,مَساد,,23770.0,163950.0,33450,32.84350275090229,35.42341876131727
1259,נווה שלום ,NEWE SHALOM ,نِڤي شَلوم,,141730.0,49610.0,126720,31.818014853660827,34.97830750617182
1260,רתמים ,RETAMIM ,ريتاميم,,229640.0,40410.0,213400,31.05369427338082,34.689670841272275
1261,הר עמשא ,HAR AMASA ,هار عَمَسا,,191560.0,55140.0,167670,31.344164235729856,35.10171701562267
1262,צוקים ,MAHANE BILDAD ,تْسوكيم,,84460.0,91720.0,94940,30.488338528125723,35.1682544325427
1263,כפר ורדים ,KEFAR WERADIM ,كفار ڤرَديم,Кфар-Врадим,10270.0,171680.0,53060,32.99578364805343,35.26754883026363
1264,כרמי יוסף ,KARME YOSEF ,كرمي يوسيف,,139220.0,47650.0,127400,31.847865108399247,34.92023527937987
1265,שומריה ,SHOMERIYYA ,شومْرِيا,,185230.0,32280.0,167630,31.431754792328384,34.88418154819097
1266,שחרות ,SHAHARUT ,شَحَروت,,13750.0,168980.0,43490,29.904617803894748,35.000334055670066
1267,שיטים ,NAHAL SHITTIM ,شيتيم,,320980.0,136240.0,293660,30.17697640019678,35.01643048805765
1268,מיתר ,METAR ,ميتار,,195940.0,42240.0,175660,31.327649259570368,34.938061829667966
1271,להבים ,LEHAVIM ,لِهڤيم,Лехавим,193120.0,29710.0,177020,31.370007585916202,34.81274599857769
1272,חלוץ ,HALUZ ,حَلوتس,,12520.0,168950.0,47730,32.95028402640477,35.311893241900314
1274,גן נר ,GAN NER ,چان سوريك,,59210.0,120040.0,67680,32.52745825692498,35.33418627897369
1275,אבטליון ,AVTALYON ,أڤتَليون,,24300.0,159690.0,39790,32.837059257659256,35.351543570478455
1276,אשבל ,NAHAL ESHBAL ,إشبال,,20570.0,161440.0,45080,32.87665172471394,35.30493647442476
1278,באר מילכה ,BE'ER MILKA ,بِئير مِلكا,,248610.0,34790.0,238570,30.931712575685985,34.40786501253293
1279,נווה חריף ,NEWE HARIF ,نِڤي حَريف,,336050.0,150500.0,308140,30.03789214699988,35.03723416036134
1280,ניצני סיני ,NIZZANE SINAY ,نِتْسَني سيناي,,251820.0,37270.0,241700,30.902889973778198,34.397556264091826
1282,מירב ,MERAV ,مِراڤ,,66850.0,129270.0,45660,32.45282967574506,35.421816545312375
1283,תל תאומים ,TEL TE'OMIM ,تيل تِؤوميم,,68890.0,132950.0,42020,32.44197750673248,35.495987189520065
1284,נופית ,NOFIT ,نوفيت,,36360.0,142980.0,57750,32.75911439337973,35.146179207559676
1285,כרכום ,KARKOM ,كركوم,,20250.0,181560.0,23140,32.93004174491982,35.608029146236504
1286,שגב-שלום ,SEGEV-SHALOM ,شقيب السلام,,123610.0,66180.0,108870,31.195588927828425,34.83908913041602
1287,שני ,SHANI ,شَني,,37380.0,144830.0,48290,31.355914657744947,35.069736396359914
1288,גבעת אלה ,GIV'AT ELA ,چِڤعات إلا,,38620.0,143680.0,48480,32.721452159062174,35.24516260329856
1290,זמר ,ZEMER ,زيمِر,,80730.0,99680.0,80230,32.36403298835189,35.036791460091855
1291,כמהין ,KEMEHIN ,كْمِهين,,250290.0,37850.0,239370,30.910652916096037,34.43158225079806
1292,ג'דיידה-מכר ,JUDEIDE-MAKER ,جديدة–مكر,Джудейда-Макр,155670.0,50610.0,135370,32.931795326343014,35.13941535489805
1293,גבעת אבני ,GIV'AT AVNI ,چِڤعات أڤني,,31520.0,158370.0,30450,32.77475916554997,35.43815294913751
1294,אור הגנוז ,OR HAGANUZ ,أور هچَنوز,,6920.0,180390.0,36770,33.00572862289688,35.446045626931934
1295,יאנוח-ג'ת ,YANUH-JAT ,يانوح–جت,,64410.0,120940.0,57560,32.985184340052065,35.24431782601377
1296,כסרא-סמיע ,KISRA-SUMEI ,كسرا–سميع,,145210.0,52520.0,127050,32.964223942725425,35.30254927334339
1297,כפר חנניה ,KEFAR HANANYA ,كفار حَنَنْيا,,15970.0,170750.0,36800,32.917001033820696,35.42085755575041
1298,אתגר ,ETGAR ,اتجار ,,23830.0,157560.0,48990,inf,inf
1303,חורה ,HURA ,حورة,,198990.0,43690.0,178540,31.29880333282527,34.934638972123594
1304,שוהם ,SHOHAM ,شوهَم,Шохам,122380.0,61780.0,113160,31.99826628931561,34.94546281743608
1309,אלעד ,EL'AD ,إلعاد,Эльад,116420.0,66930.0,108140,32.05067464532213,34.95697409716254
1310,לפיד ,LAPPID ,لپيد,,130020.0,60670.0,114780,31.917368229134397,35.03239535727723
1311,אבשלום ,AVSHALOM ,أڤشَلوم,Авшалом,222810.0,6110.0,218800,31.195193437306408,34.33134552166119
1313,פוריה עילית ,PORIYYA ILLIT ,پورِيا عِليت,,38810.0,160420.0,20200,32.73064013655409,35.54654224349193
1314,נווה זיו ,NEWE ZIV ,نِڤي زيڤ,,6520.0,171600.0,60110,33.02752587673282,35.18160695629117
1315,מתן ,MATTAN ,مَتان,,104370.0,77240.0,98770,32.1579575417577,34.97505733177665
1316,אל-עריאן ,AL-ARYAN ,العريان,,41620.0,143850.0,41590,32.49811265633225,35.12521609755517
1317,דמיידה ,DEMEIDE ,ضميدة ,,29330.0,152030.0,50620,32.81557196209388,35.227215045556086
1318,מבואות ים ,MEVO'OT YAM ,مِڤوؤوت يام,,79730.0,96370.0,92120,32.40280724731278,34.86859246631556
1319,בת חפר ,BAT HEFER ,بات حيفِر,,84610.0,95520.0,83910,32.33343345108,35.013429424922236
1320,עין חוד ,EIN HOD ,عين حوض,,45710.0,130630.0,71690,32.69153511007634,34.999868706458514
1321,ח'ואלד ,KHAWALED ,الخوالد,,36330.0,143510.0,56570,32.78836843278109,35.435460652028524
1322,הודיות ,HODAYOT ,هودِيا,,163400.0,15740.0,159120,31.64621777873378,34.596000908294144
